"fa_year","disease","general","exposure","lag","ee_original","ll_original","ul_original","Value","Reference","increase_original","unit_original","country","continent","cohort","fu","mean_temp","Type.of.ES","Statistical.method","Population","Outcome","stratification"
"Cheng et al. (2021a)","Acute myocardial infarction","y","PM2.5","13-24",1.1618,1.0247,1.3782,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","PM2.5","7-12",1.1428,0.9881,1.3213,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","PM2.5","2-6",1.1188,0.9724,1.2876,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","PM2.5","1",1.0355,0.9406,1.1453,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","NO2","13-24",1.0929,0.9063,1.2758,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","NO2","7-12",1.0419,0.9085,1.2061,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","NO2","2-6",0.9755,0.8448,1.1285,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","NO2","1",1.0517,0.9195,1.1776,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","O3","13-24",1.0502,0.8593,1.0496,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","O3","7-12",1.0213,0.9378,1.1121,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","O3","2-6",1.0012,0.917,1.0988,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Cheng et al. (2021a)","Acute myocardial infarction","y","O3","1",0.9876,0.9082,1.0823,NA,NA,10,"μg/m3","Australia","Australia","Queensland Emergency Department Information System and Emergency Data Collection","3 (2013-2015)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Dahlquist et al. (2020)","Atrial fibrillation","y","PM2.5","12-24",0.98,0.86,1.11,NA,NA,10,"μg/m3","Sweden","Europe","STROKESTOP","3 (2012-2013, 2016-2018)",NA,"OR","GEE","Elderly","HA","warm"
"Dahlquist et al. (2020)","Atrial fibrillation","y","PM2.5","12-24",1.08,0.99,1.18,NA,NA,10,"μg/m3","Sweden","Europe","STROKESTOP","3 (2012-2013, 2016-2018)",NA,"OR","GEE","Elderly","HA","cold"
"Dahlquist et al. (2020)","Atrial fibrillation","y","PM10","12-24",1.1,0.98,1.22,NA,NA,10,"μg/m3","Sweden","Europe","STROKESTOP","3 (2012-2013, 2016-2018)",NA,"OR","GEE","Elderly","HA","warm"
"Dahlquist et al. (2020)","Atrial fibrillation","y","PM10","12-24",1.1,0.98,1.24,NA,NA,10,"μg/m3","Sweden","Europe","STROKESTOP","3 (2012-2013, 2016-2018)",NA,"OR","GEE","Elderly","HA","cold"
"Dahlquist et al. (2020)","Atrial fibrillation","y","O3","0-12",1.14,0.93,1.4,NA,NA,10,"μg/m3","Sweden","Europe","STROKESTOP","3 (2012-2013, 2016-2018)",NA,"OR","GEE","Elderly","HA","warm"
"Dahlquist et al. (2020)","Atrial fibrillation","y","O3","0-12",1.06,0.87,1.3,NA,NA,10,"μg/m3","Sweden","Europe","STROKESTOP","3 (2012-2013, 2016-2018)",NA,"OR","GEE","Elderly","HA","cold"
"Ensor et al. (2013)","OHCA","y","O3","1-3",1.0748,1.0244,1.126,NA,NA,6,"ppb","USA","America","Houston Fire Department","8 (2004-2011)",22.9833,"OR","Conditional logistic regression","General","EAC","warm"
"Ensor et al. (2013)","OHCA","y","O3","1-3",1.0084,0.9412,1.0807,NA,NA,6,"ppb","USA","America","Houston Fire Department","8 (2004-2011)",22.9833,"OR","Conditional logistic regression","General","EAC","cold"
"Evans et al. (2017)","STEMI","y","BC","1",0.97,0.8,1.17,NA,NA,0.531,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","BC","1-12",0.96,0.77,1.19,NA,NA,0.477,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","BC","1-24",1.01,0.81,1.27,NA,NA,0.435,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","CO","1",1.22,0.96,1.54,NA,NA,0.223,"ppm","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","CO","1-12",1.24,0.95,1.64,NA,NA,0.23,"ppm","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","CO","1-24",1.22,0.92,1.63,NA,NA,0.221,"ppm","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","PM2.5","1",1.14,0.89,1.45,NA,NA,7.1,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","PM2.5","1-12",1.13,0.88,1.46,NA,NA,6.37,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","PM2.5","1-24",1.18,0.91,1.54,NA,NA,6.03,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","O3","1",1.33,0.94,1.88,NA,NA,19.9,"ppb","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","O3","1-12",1.43,1.03,1.98,NA,NA,15.7,"ppb","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","O3","1-24",1.45,1.04,2.03,NA,NA,13.5,"ppb","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","cold"
"Evans et al. (2017)","STEMI","y","BC","1",1.1,0.81,1.49,NA,NA,0.531,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","BC","1-12",1.21,0.84,1.74,NA,NA,0.477,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","BC","1-24",1.24,0.83,1.84,NA,NA,0.435,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","CO","1",0.96,0.59,1.57,NA,NA,0.223,"ppm","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","CO","1-12",1.1,0.64,1.89,NA,NA,0.23,"ppm","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","CO","1-24",1,0.58,1.75,NA,NA,0.221,"ppm","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","PM2.5","1",1.27,0.99,1.62,NA,NA,7.1,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","PM2.5","1-12",1.16,0.88,1.52,NA,NA,6.37,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","PM2.5","1-24",1.19,0.9,1.58,NA,NA,6.03,"μg/m3","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","O3","1",1.28,0.87,1.88,NA,NA,19.9,"ppb","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","O3","1-12",1.03,0.72,1.46,NA,NA,15.7,"ppb","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","warm"
"Evans et al. (2017)","STEMI","y","O3","1-24",0.95,0.67,1.35,NA,NA,13.5,"ppb","USA","America","URMC Cardiac Catheterization Laboratory","6 (2007-2012)",11.16667,"OR","Conditional logistic regression","General","HA","warm"
"Fang et al. (2024)","Acute ischemic stroke","y","PM2.5","0",1.0042,0.9951,1.0135,NA,NA,27.5,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Fang et al. (2024)","Acute ischemic stroke","y","PM10","0-1",1.0053,0.9958,1.0148,NA,NA,33.1,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Fang et al. (2024)","Acute ischemic stroke","y","NO2","0-13",1.0325,1.0194,1.0457,NA,NA,26.6,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Fang et al. (2024)","Acute ischemic stroke","y","O3","0",1.022,0.9842,1.0613,NA,NA,50.8,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Fang et al. (2024)","Acute ischemic stroke","y","SO2","0-3",1.0233,1.0101,1.0366,NA,NA,4.2,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Fang et al. (2024)","Acute ischemic stroke","y","PM2.5","0",1.0159,1.0011,1.0307,NA,NA,27.5,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Fang et al. (2024)","Acute ischemic stroke","y","PM10","0-1",1.009,0.9953,1.0229,NA,NA,33.1,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Fang et al. (2024)","Acute ischemic stroke","y","NO2","0-13",1.0067,0.986,1.0277,NA,NA,26.6,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Fang et al. (2024)","Acute ischemic stroke","y","O3","0",1.0166,0.9953,1.0384,NA,NA,50.8,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Fang et al. (2024)","Acute ischemic stroke","y","SO2","0-3",1.0261,1.0045,1.0481,NA,NA,4.2,"μg/m3","China","Asia","Shanghai Stroke Service System Database","5 (2017-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Jiang et al. (2023)","Angina pectoris","y (combined)","PM2.5","0-12",NA,NA,NA,NA,NA,32.4,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Jiang et al. (2023)","Unstable angina","fixed-effects","PM2.5","0-12",1.0078,1.0021,1.0136,NA,NA,32.4,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Jiang et al. (2023)","Stable angina","fixed-effects","PM2.5","0-12",1.0103,0.9997,1.021,NA,NA,32.4,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Jiang et al. (2023)","Angina pectoris","y (combined)","PM2.5","0-12",NA,NA,NA,NA,NA,32.4,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Jiang et al. (2023)","Unstable angina","fixed-effects","PM2.5","0-12",1.0182,1.0124,1.024,NA,NA,32.4,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Jiang et al. (2023)","Stable angina","fixed-effects","PM2.5","0-12",1.0222,1.012,1.0324,NA,NA,32.4,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Li, J. et al. (2019)","STEMI","y","PM10","0-24",1.0441,1.0065,1.0817,NA,NA,10,"μg/m3","China","Asia","First and Third People's Hospital of Yancheng City","4 (2015-2018)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Li, J. et al. (2019)","STEMI","y","PM2.5","0-24",1.0484,0.9968,1.1021,NA,NA,10,"μg/m3","China","Asia","First and Third People's Hospital of Yancheng City","4 (2015-2018)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Li, J. et al. (2019)","STEMI","y","PM10","0-24",1.0398,0.9452,1.143,NA,NA,10,"μg/m3","China","Asia","First and Third People's Hospital of Yancheng City","4 (2015-2018)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Li, J. et al. (2019)","STEMI","y","PM2.5","0-24",1.0742,0.9645,1.1957,NA,NA,10,"μg/m3","China","Asia","First and Third People's Hospital of Yancheng City","4 (2015-2018)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Lv et al. (2023)","Stroke","y","PM2.5","0-2",0.9975,0.9682,1.0277,NA,NA,24,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Lv et al. (2023)","Stroke","y","PM10","0-2",1.0068,0.9798,1.0344,NA,NA,35,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Lv et al. (2023)","Stroke","y","NO2","0-2",1.0342,1.0041,1.0651,NA,NA,25,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Lv et al. (2023)","Stroke","y","SO2","0-2",1.0151,0.9907,1.0401,NA,NA,5,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Lv et al. (2023)","Stroke","y","O3","0-2",0.9815,0.9586,1.0049,NA,NA,58,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Lv et al. (2023)","Stroke","y","CO","0-2",1.0464,1.0087,1.0855,NA,NA,0.4,"mg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","warm"
"Lv et al. (2023)","Stroke","y","PM2.5","0-2",1.0254,1.0065,1.0447,NA,NA,24,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Lv et al. (2023)","Stroke","y","PM10","0-2",1.0266,1.0076,1.0458,NA,NA,35,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Lv et al. (2023)","Stroke","y","NO2","0-2",1.0329,1.0078,1.0587,NA,NA,25,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Lv et al. (2023)","Stroke","y","SO2","0-2",1.0362,1.0132,1.0597,NA,NA,5,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Lv et al. (2023)","Stroke","y","O3","0-2",1.0062,0.9763,1.0369,NA,NA,58,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Lv et al. (2023)","Stroke","y","CO","0-2",1.0038,0.9775,1.0308,NA,NA,0.4,"mg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","cold"
"Nirel et al. (2021)","Ischemic heart disease","y (combined)","PM2.5","1-2",NA,NA,NA,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","y (combined)","PM2.5","1-2",NA,NA,NA,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","warm"
"Nirel et al. (2021)","Ischemic heart disease","y (combined)","PM10-2.5","1-2",NA,NA,NA,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","y (combined)","PM10-2.5","1-2",NA,NA,NA,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","warm"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM2.5","1-2",1.07,0.97,1.19,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM2.5","1-2",0.9,0.76,1.07,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM2.5","1-2",1.02,0.91,1.15,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM2.5","1-2",1.09,0.96,1.24,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM2.5","1-2",1.11,0.98,1.25,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM2.5","1-2",1.01,0.79,1.31,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","warm"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM2.5","1-2",1.1,0.86,1.42,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","warm"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM10-2.5","1-2",1.11,1.01,1.23,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM10-2.5","1-2",1.05,0.93,1.18,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM10-2.5","1-2",1.11,0.99,1.23,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM10-2.5","1-2",1.11,0.99,1.23,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM10-2.5","1-2",1.11,0.97,1.27,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","cold"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM10-2.5","1-2",1.25,1.03,1.52,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","warm"
"Nirel et al. (2021)","Ischemic heart disease","fixed-effects","PM10-2.5","1-2",1.27,1.06,1.52,NA,NA,10," μg/m3","Israel","Asia","SHL Telemedicine","9 (2005-2013)",NA,"OR","Conditional logistic regression",">= 50 years","EAC","warm"
"Rosenthal et al. (2013)","Myocardial infarction","n","PM2.5","0-24",1.28,1.096,1.488,NA,NA,7.7,"μg/m3","Finland","Europe","Helsinki Emergency Medical Services","3 (2005-2007)",NA,"OR","Conditional logistic regression","General","EAC","cold"
"Rosenthal et al. (2013)","Myocardial infarction","n","PM2.5","0-24",0.872,0.632,1.168,NA,NA,7.7,"μg/m3","Finland","Europe","Helsinki Emergency Medical Services","3 (2005-2007)",NA,"OR","Conditional logistic regression","General","EAC","warm"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-1",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-1",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-3",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-3",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-6",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-6",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-12",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-12",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-24",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-24",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-1",1.0468,0.9957,1.0979,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-1",0.8723,0.7915,0.9787,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-3",1.0468,0.9957,1.0979,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-3",0.8809,0.7915,0.9745,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-6",1.0596,1,1.1149,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-6",0.8723,0.7872,0.9745,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-12",1.0383,0.983,1.0979,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-12",0.8511,0.7574,0.9532,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","warm"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-24",1.0043,0.9447,1.0723,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","cold"
