"fa_year","disease","general","exposure","lag","ee_original","ll_original","ul_original","Value","Reference","increase_original","unit_original","country","continent","cohort","fu","mean_temp","Type.of.ES","Statistical.method","Population","Outcome","stratification"
"Li, J. et al. (2019)","STEMI","y","PM10","0-24",1.0699,1.0151,1.1269,NA,NA,10,"μg/m3","China","Asia","First and Third People's Hospital of Yancheng City","4 (2015-2018)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Li, J. et al. (2019)","STEMI","y","PM2.5","0-24",1.1129,1.0355,1.1946,NA,NA,10,"μg/m3","China","Asia","First and Third People's Hospital of Yancheng City","4 (2015-2018)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","PM10","0-2",1.1321,0.6038,1.6792,NA,NA,13.2,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","PM10","0-2",1.717,1.0943,2.3207,NA,NA,13.2,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","PM10","0-24",1.3773,0.6792,2.1307,NA,NA,10.3,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","PM10","0-24",1.1132,0.4717,1.7925,NA,NA,10.3,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","NO2","0-2",1.0833,0.6458,1.5417,NA,NA,15.3,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","NO2","0-2",1.25,0.6042,1.9167,NA,NA,15.3,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","NO2","0-24",1.1667,0.7083,1.6667,NA,NA,11,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Ljungman et al. (2008)","Ventricular arrhythmia","y","NO2","0-24",1.0208,0.375,1.6458,NA,NA,11,"μg/m3","Sweden","Europe","Sahlgrenska University Hospital, Karolinska University Hospital, Stockholm South General Hospital","5 (2001-2006)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Lv et al. (2023)","Stroke","y","PM2.5","0-2",1.0342,1.0079,1.0612,NA,NA,24,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","adult"
"Lv et al. (2023)","Stroke","y","PM10","0-2",1.0488,1.0229,1.0754,NA,NA,35,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","adult"
"Lv et al. (2023)","Stroke","y","NO2","0-2",1.0559,1.0234,1.0893,NA,NA,25,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","adult"
"Lv et al. (2023)","Stroke","y","SO2","0-2",1.0303,1.0028,1.0586,NA,NA,5,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","adult"
"Lv et al. (2023)","Stroke","y","O3","0-2",0.9794,0.9501,1.0096,NA,NA,58,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","adult"
"Lv et al. (2023)","Stroke","y","CO","0-2",1.0234,0.9876,1.0605,NA,NA,0.4,"mg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","adult"
"Lv et al. (2023)","Stroke","y","PM2.5","0-2",1.0097,0.9899,1.0299,NA,NA,24,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Lv et al. (2023)","Stroke","y","PM10","0-2",1.0065,0.9874,1.0261,NA,NA,35,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Lv et al. (2023)","Stroke","y","NO2","0-2",1.0206,0.9967,1.0451,NA,NA,25,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Lv et al. (2023)","Stroke","y","SO2","0-2",1.027,1.0061,1.0483,NA,NA,5,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Lv et al. (2023)","Stroke","y","O3","0-2",0.9964,0.9736,1.0197,NA,NA,58,"μg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Lv et al. (2023)","Stroke","y","CO","0-2",1.0155,0.9885,1.0432,NA,NA,0.4,"mg/m3","China","Asia","Zhejiang Hospitals","6 (2016-2021)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-1",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-1",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-3",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-3",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-6",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-6",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-12",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-12",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-24",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Acute ischemic stroke","y (combined)","PM2.5","0-24",NA,NA,NA,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-1",0.9714,0.9105,1.0438,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-1",1.0362,0.9714,1.0971,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-3",0.9905,0.9219,1.0552,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-3",1.0362,0.96,1.0895,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-6",0.9829,0.9219,1.0552,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-6",1.0362,0.9714,1.101,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-12",0.9676,0.899,1.04,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-12",1.021,0.9524,1.0933,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-24",0.9143,0.8419,1.0019,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Non-wake-up stroke","fixed-effects","PM2.5","0-24",1.0057,0.9219,1.0933,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-1",0.9778,0.8889,1.0707,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-1",0.9374,0.8283,1.0707,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-3",0.9939,0.9051,1.0909,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-3",0.9374,0.8202,1.0707,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-6",1.0101,0.9293,1.099,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-6",0.9455,0.8121,1.0747,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-12",1.0141,0.9172,1.1232,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-12",0.9333,0.804,1.0869,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-24",1.0505,0.9414,1.1758,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Wang, Y. et al. (2022)","Wake-up stroke","fixed-effects","PM2.5","0-24",0.8808,0.7313,1.0545,NA,NA,10,"μg/m3","China","Asia","Shanghai General Hospital","4 (2014-2017)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Wu et al. (2020)","Cardiovascular","y","PM2.5","0-1",1.026,1,1.0507,NA,NA,10,"μg/m3","Taiwan","Asia","Chi Mei Medical Center","11 (2006-2016)",NA,"OR","Conditional logistic regression","General","EDV","adult"
"Wu et al. (2020)","Cardiovascular","y","PM2.5","0-1",1.0219,1.0014,1.0411,NA,NA,10,"μg/m3","Taiwan","Asia","Chi Mei Medical Center","11 (2006-2016)",NA,"OR","Conditional logistic regression","General","EDV","elderly"
"Xue et al. (2023)","Arrhythmia","y","CO","0-24",1.028,1.014,1.043,NA,NA,1,"mg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Xue et al. (2023)","Arrhythmia","y","NO2","0-24",1.059,1.041,1.078,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Xue et al. (2023)","Arrhythmia","y","O3","0-24",1.023,1.005,1.042,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Xue et al. (2023)","Arrhythmia","y","PM10-2.5","0-24",1.028,1.014,1.043,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Xue et al. (2023)","Arrhythmia","y","PM2.5","0-24",1.032,1.019,1.046,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Xue et al. (2023)","Arrhythmia","y","SO2","0-24",1.023,1.008,1.038,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","adult"
"Xue et al. (2023)","Arrhythmia","y","CO","0-24",1.019,1.006,1.033,NA,NA,1,"mg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Xue et al. (2023)","Arrhythmia","y","NO2","0-24",1.04,1.023,1.057,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Xue et al. (2023)","Arrhythmia","y","O3","0-24",0.997,0.98,1.014,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Xue et al. (2023)","Arrhythmia","y","PM10-2.5","0-24",1.009,0.996,1.022,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Xue et al. (2023)","Arrhythmia","y","PM2.5","0-24",1.014,1.003,1.026,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Xue et al. (2023)","Arrhythmia","y","SO2","0-24",1.012,0.998,1.026,NA,NA,10,"μg/m3","China","Asia","CCA Database","7 (2015-2021)",NA,"OR","Conditional logistic regression","General","HA","elderly"
"Zhou et al. (2023)","Cardiovascular","y","PM2.5","0-24",1.014,1.001,1.028,NA,NA,24,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","adult"
"Zhou et al. (2023)","Cardiovascular","y","PM2.5","0-24",1.017,1.002,1.033,NA,NA,24,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","elderly"
"Zhou et al. (2023)","Cardiovascular","y","PM10","0-24",1.019,1.005,1.034,NA,NA,34,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","adult"
"Zhou et al. (2023)","Cardiovascular","y","PM10","0-24",1.022,1.006,1.038,NA,NA,34,"μg/m3","China","Asia","Shenzhen Ambulance Emergency Center","7 (2013-2019)",NA,"OR","Conditional logistic regression","General","EAC","elderly"
