fa_year,disease,general,exposure,mean_hourly,unit_original,mean_temp,mean_adjusted,lag,ee_original,ll_original,ul_original,Value,Reference,increase_original,country,continent,cohort,fu,n,male_pct,Outcome,Type.of.ES,Statistical.method,Population,RoB,Note,log.EE,log.SE,alog.EE,alog.SE
"Chen, K. et al. (2020)",Myocardial infarction,y,UFP,8387,particles/cm3,NA,8387,1-6,1.0077,0.9707,1.0462,NA,NA,6528,Germany,Europe,Ausburg MI Registry,11 (2005-2015),5898,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.007670506304,0.0191077475,0.01175016284,0.02927044655
"Chen, K. et al. (2020)",Myocardial infarction,y,UFP,8387,particles/cm3,NA,8387,19-24,0.9942,0.955,1.035,NA,NA,6528,Germany,Europe,Ausburg MI Registry,11 (2005-2015),5898,0.762,EHA,OR,Conditional logistic regression,General,Low,,-0.005816885322,0.02052177684,-0.008910669917,0.03143654541
"Chen, K. et al. (2020)",Myocardial infarction,y,UFP,8387,particles/cm3,NA,8387,7-12,1.0239,0.988,1.0612,NA,NA,6528,Germany,Europe,Ausburg MI Registry,11 (2005-2015),5898,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.0236188656,0.01823288891,0.03618086029,0.02793028325
"Chen, K. et al. (2020)",NSTEMI,n,PM10,19.2,μg/m3,NA,19.2,6,1.0291,0.9788,1.0819,NA,NA,15.8,Germany,Europe,Ausburg MI Registry,11 (2005-2015),3048,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.02868463386,0.02554762809,0.01815483156,0.01616938487
"Chen, K. et al. (2020)",NSTEMI,n,PM2.5,15,μg/m3,NA,15,6,1.055,1.0036,1.109,NA,NA,13.2,Germany,Europe,Ausburg MI Registry,11 (2005-2015),3048,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.05354076693,0.0254758094,0.04056118707,0.01929985561
"Chen, K. et al. (2020)",NSTEMI,n,UFP,8387,particles/cm3,NA,8387,6,1.0183,0.9767,1.0617,NA,NA,6528,Germany,Europe,Ausburg MI Registry,11 (2005-2015),3048,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.0181345702,0.02128753407,0.02777967248,0.03260958038
"Chen, K. et al. (2020)",STEMI,n,PM10,19.2,μg/m3,NA,19.2,6,1.0246,0.9657,1.087,NA,NA,15.8,Germany,Europe,Ausburg MI Registry,11 (2005-2015),2333,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.02430229252,0.03018460718,0.0153811978,0.01910418176
"Chen, K. et al. (2020)",STEMI,n,PM2.5,15,μg/m3,NA,15,6,1.0173,0.9587,1.0796,NA,NA,13.2,Germany,Europe,Ausburg MI Registry,11 (2005-2015),2333,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.01715205882,0.03029787782,0.01299398395,0.02295293774
"Chen, K. et al. (2020)",STEMI,n,UFP,8387,particles/cm3,NA,8387,6,1.0405,0.9941,1.0891,NA,NA,6528,Germany,Europe,Ausburg MI Registry,11 (2005-2015),2333,0.762,EHA,OR,Conditional logistic regression,General,Low,,0.03970136685,0.0232829441,0.06081704481,0.03566627466
"Chen, L. et al. (2014)",Acute ischemic stroke,y,CO,0.51,ppm,2.95,0.62,1-24,1.03,0.98,1.07,NA,NA,0.43,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.02955880224,0.02241361117,0.005622422348,0.004263325264
"Chen, L. et al. (2014)",Acute ischemic stroke,y,CO,0.51,ppm,2.95,0.62,1-8,1.02,0.98,1.06,NA,NA,0.43,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.0198026273,0.02001826925,0.00376668626,0.003807703826
"Chen, L. et al. (2014)",Acute ischemic stroke,y,CO,0.51,ppm,2.95,0.62,9-16,1.03,0.99,1.06,NA,NA,0.43,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.02955880224,0.01742837857,0.005622422348,0.003315076989
"Chen, L. et al. (2014)",Acute ischemic stroke,y,NO2,18.32,ppb,2.95,36.8,1-24,1.08,1,1.16,NA,NA,17.17,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.07696104114,0.0378622462,0.02231546436,0.01097845862
"Chen, L. et al. (2014)",Acute ischemic stroke,y,NO2,18.32,ppb,2.95,36.8,1-8,1.05,0.98,1.12,NA,NA,17.17,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.04879016417,0.03406413077,0.01414709512,0.009877164926
"Chen, L. et al. (2014)",Acute ischemic stroke,y,NO2,18.32,ppb,2.95,36.8,9-16,1.06,1,1.13,NA,NA,17.17,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.05826890812,0.03117796753,0.01689553212,0.009040299001
"Chen, L. et al. (2014)",Acute ischemic stroke,y,O3,22.6,ppb,2.95,47.37,1-24,0.97,0.87,1.09,NA,NA,19.5,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,-0.03045920748,0.05751014377,-0.007452566699,0.01407121911
"Chen, L. et al. (2014)",Acute ischemic stroke,y,O3,22.6,ppb,2.95,47.37,1-8,0.98,0.89,1.08,NA,NA,19.5,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,-0.02020270732,0.04936093301,-0.004943070954,0.01207732164
"Chen, L. et al. (2014)",Acute ischemic stroke,y,O3,22.6,ppb,2.95,47.37,9-16,0.97,0.89,1.06,NA,NA,19.5,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,-0.03045920748,0.04459253173,-0.007452566699,0.0109106193
"Chen, L. et al. (2014)",Acute ischemic stroke,y,PM10,26.05,μg/m3,NA,26.05,1-24,1.01,0.97,1.06,NA,NA,18.67,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.02263472337,0.005329582674,0.01212357974
"Chen, L. et al. (2014)",Acute ischemic stroke,y,PM10,26.05,μg/m3,NA,26.05,1-8,1.02,0.98,1.05,NA,NA,18.67,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.0198026273,0.01760022232,0.01060665629,0.009427007133
"Chen, L. et al. (2014)",Acute ischemic stroke,y,PM10,26.05,μg/m3,NA,26.05,9-16,1.01,0.97,1.05,NA,NA,18.67,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.02021667644,0.005329582674,0.01082842873
"Chen, L. et al. (2014)",Acute ischemic stroke,y,PM2.5,8.71,μg/m3,NA,8.71,1-24,1.01,0.97,1.05,NA,NA,7.5,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.02021667644,0.0132671078,0.02695556859
"Chen, L. et al. (2014)",Acute ischemic stroke,y,PM2.5,8.71,μg/m3,NA,8.71,1-8,1.01,0.98,1.04,NA,NA,7.5,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01515903583,0.0132671078,0.02021204778
"Chen, L. et al. (2014)",Acute ischemic stroke,y,PM2.5,8.71,μg/m3,NA,8.71,9-16,1.01,0.98,1.05,NA,NA,7.5,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01760022232,0.0132671078,0.02346696309
"Chen, L. et al. (2014)",Acute ischemic stroke,y,SO2,2,ppb,2.95,5.59,1-24,1.03,0.99,1.06,NA,NA,2,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.02955880224,0.01742837857,0.05288591021,0.03118244293
"Chen, L. et al. (2014)",Acute ischemic stroke,y,SO2,2,ppb,2.95,5.59,1-8,1.01,0.98,1.04,NA,NA,2,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.009950330853,0.01515903583,0.01780289674,0.02712218856
"Chen, L. et al. (2014)",Acute ischemic stroke,y,SO2,2,ppb,2.95,5.59,9-16,1.02,0.99,1.05,NA,NA,2,Canada,America,Alberta Health Services,5 (1998-2002),5257,0.507,EHA,OR,Conditional logistic regression,General,Low,,0.0198026273,0.01501033164,0.03543039263,0.02685613053
"Chen, R. et al. (2022)",Acute coronary syndrome,y,CO,0.9,mg/m3,NA,0.9,0-24,1.026,1.0204,1.0316,NA,NA,1,China,Asia,CCA Database,6 (2015-2020),1292880,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.02566774675,0.00278476728,0.002566774675,0.000278476728
"Chen, R. et al. (2022)",Acute coronary syndrome,y,NO2,33.7,μg/m3,NA,33.7,0-24,1.0132,1.0116,1.0148,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),1292880,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.01311363915,0.0008056920738,0.01311363915,0.0008056920738
"Chen, R. et al. (2022)",Acute coronary syndrome,y,O3,78.5,μg/m3,NA,78.5,0-24,0.9996,0.9975,1.0016,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),1292880,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,-0.0004000800213,0.00104639071,-0.0004000800213,0.00104639071
"Chen, R. et al. (2022)",Acute coronary syndrome,y,PM10-2.5,35.1,μg/m3,NA,35.1,0-24,1.0012,0.9997,1.0027,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),1292880,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.001199280575,0.0007643894277,0.001199280575,0.0007643894277
"Chen, R. et al. (2022)",Acute coronary syndrome,y,PM2.5,44.3,μg/m3,NA,44.3,0-24,1.0037,1.003,1.0043,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),1292880,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.003693171838,0.0003304266422,0.003693171838,0.0003304266422
"Chen, R. et al. (2022)",Acute coronary syndrome,y,SO2,14,μg/m3,NA,14,0-24,1.0074,1.0053,1.0096,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),1292880,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.007372754329,0.001088828667,0.007372754329,0.001088828667
"Chen, R. et al. (2022)",NSTEMI,n,CO,0.9,mg/m3,NA,0.9,0-24,1.0243,1.0133,1.0354,NA,NA,1,China,Asia,CCA Database,6 (2015-2020),260079,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.02400945246,0.005503952554,0.002400945246,0.0005503952554
"Chen, R. et al. (2022)",NSTEMI,n,NO2,33.7,μg/m3,NA,33.7,0-24,1.0122,1.0086,1.0157,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),260079,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.0121261798,0.001789489618,0.0121261798,0.001789489618
"Chen, R. et al. (2022)",NSTEMI,n,O3,78.5,μg/m3,NA,78.5,0-24,0.9991,0.9945,1.0036,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),260079,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,-0.0009004052432,0.002323652091,-0.0009004052432,0.002323652091
"Chen, R. et al. (2022)",NSTEMI,n,PM10-2.5,35.1,μg/m3,NA,35.1,0-24,1.0006,0.9974,1.0038,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),260079,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.000599820072,0.00163167962,0.000599820072,0.00163167962
"Chen, R. et al. (2022)",NSTEMI,n,PM2.5,44.3,μg/m3,NA,44.3,0-24,1.0053,1.0037,1.0068,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),260079,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.005286004429,0.0007866868473,0.005286004429,0.0007866868473
"Chen, R. et al. (2022)",NSTEMI,n,SO2,14,μg/m3,NA,14,0-24,1.0104,1.0051,1.0157,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),260079,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.01034629205,0.002676273193,0.01034629205,0.002676273193
"Chen, R. et al. (2022)",STEMI,n,CO,0.9,mg/m3,NA,0.9,0-24,1.0242,1.015,1.0336,NA,NA,1,China,Asia,CCA Database,6 (2015-2020),475326,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.02391182005,0.00463245958,0.002391182005,0.000463245958
"Chen, R. et al. (2022)",STEMI,n,NO2,33.7,μg/m3,NA,33.7,0-24,1.0124,1.0097,1.0151,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),475326,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.01232374969,0.001360681832,0.01232374969,0.001360681832
"Chen, R. et al. (2022)",STEMI,n,O3,78.5,μg/m3,NA,78.5,0-24,1.002,0.9987,1.0053,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),475326,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.001998002663,0.001680318919,0.001998002663,0.001680318919
"Chen, R. et al. (2022)",STEMI,n,PM10-2.5,35.1,μg/m3,NA,35.1,0-24,1.0022,0.9999,1.0046,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),475326,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.002197583543,0.001196290136,0.002197583543,0.001196290136
"Chen, R. et al. (2022)",STEMI,n,PM2.5,44.3,μg/m3,NA,44.3,0-24,1.0034,1.0022,1.0045,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),475326,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.003394233068,0.0005847759514,0.003394233068,0.0005847759514
"Chen, R. et al. (2022)",STEMI,n,SO2,14,μg/m3,NA,14,0-24,1.0076,1.0041,1.0111,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),475326,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.007571265496,0.00177225235,0.007571265496,0.00177225235
"Chen, R. et al. (2022)",Unstable angina,n,CO,0.9,mg/m3,NA,0.9,0-24,1.0256,1.0173,1.0339,NA,NA,1,China,Asia,CCA Database,6 (2015-2020),557475,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.02527780718,0.004129081835,0.002527780718,0.0004129081835
"Chen, R. et al. (2022)",Unstable angina,n,NO2,33.7,μg/m3,NA,33.7,0-24,1.0148,1.0124,1.0173,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),557475,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.01469154874,0.001231711512,0.01469154874,0.001231711512
"Chen, R. et al. (2022)",Unstable angina,n,O3,78.5,μg/m3,NA,78.5,0-24,0.9975,0.9944,1.0005,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),557475,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,-0.002503130218,0.001560105568,-0.002503130218,0.001560105568
"Chen, R. et al. (2022)",Unstable angina,n,PM10-2.5,35.1,μg/m3,NA,35.1,0-24,1.0013,0.9991,1.0035,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),557475,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.001299155732,0.001120993494,0.001299155732,0.001120993494
"Chen, R. et al. (2022)",Unstable angina,n,PM2.5,44.3,μg/m3,NA,44.3,0-24,1.0032,1.0022,1.0043,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),557475,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.003194890897,0.0005339790494,0.003194890897,0.0005339790494
"Chen, R. et al. (2022)",Unstable angina,n,SO2,14,μg/m3,NA,14,0-24,1.0069,1.0032,1.0105,NA,NA,10,China,Asia,CCA Database,6 (2015-2020),557475,0.679,EHA,OR,Conditional logistic regression,General,Moderate,,0.006876303939,0.001849583409,0.006876303939,0.001849583409
Cheng et al. (2021a),Acute myocardial infarction,y,NO2,4.9,μg/m3,NA,4.9,1,1.014,0.9204,1.117,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.01390290517,0.04938608186,0.01390290517,0.04938608186
Cheng et al. (2021a),Acute myocardial infarction,y,NO2,4.9,μg/m3,NA,4.9,13-24,1.0981,0.963,1.2522,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.09358141362,0.06699078355,0.09358141362,0.06699078355
Cheng et al. (2021a),Acute myocardial infarction,y,NO2,4.9,μg/m3,NA,4.9,2-6,0.9844,0.8717,1.1117,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,-0.01572296047,0.06204089955,-0.01572296047,0.06204089955
Cheng et al. (2021a),Acute myocardial infarction,y,NO2,4.9,μg/m3,NA,4.9,7-12,1.0085,0.8901,1.1426,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.008464078412,0.06370607916,0.008464078412,0.06370607916
Cheng et al. (2021a),Acute myocardial infarction,y,O3,17,μg/m3,NA,17,1,1.0054,0.9546,1.0588,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.005385472276,0.02642833311,0.005385472276,0.02642833311
Cheng et al. (2021a),Acute myocardial infarction,y,O3,17,μg/m3,NA,17,13-24,0.9608,0.8942,1.0324,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,-0.03998900822,0.03666122552,-0.03998900822,0.03666122552
Cheng et al. (2021a),Acute myocardial infarction,y,O3,17,μg/m3,NA,17,2-6,1.0389,0.9769,1.1047,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.03816246109,0.03136346715,0.03816246109,0.03136346715
Cheng et al. (2021a),Acute myocardial infarction,y,O3,17,μg/m3,NA,17,7-12,1.0487,0.9855,1.1159,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.04755130186,0.03170086903,0.04755130186,0.03170086903
Cheng et al. (2021a),Acute myocardial infarction,y,PM10,12.3,μg/m3,NA,12.3,1,1.0521,1.0026,1.104,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.05078816683,0.02457737806,0.05078816683,0.02457737806
Cheng et al. (2021a),Acute myocardial infarction,y,PM10,12.3,μg/m3,NA,12.3,13-24,1.0718,1.0019,1.1465,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.06933947808,0.03439174133,0.06933947808,0.03439174133
Cheng et al. (2021a),Acute myocardial infarction,y,PM10,12.3,μg/m3,NA,12.3,2-6,1.0478,0.9877,1.1115,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.04669272799,0.03012416467,0.04669272799,0.03012416467
Cheng et al. (2021a),Acute myocardial infarction,y,PM10,12.3,μg/m3,NA,12.3,7-12,1.0631,0.999,1.1313,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.06118916831,0.03172650875,0.06118916831,0.03172650875
Cheng et al. (2021a),Acute myocardial infarction,y,PM2.5,5.2,μg/m3,NA,5.2,1,1.0554,0.9771,1.14,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.05391984199,0.03933534195,0.05391984199,0.03933534195
Cheng et al. (2021a),Acute myocardial infarction,y,PM2.5,5.2,μg/m3,NA,5.2,13-24,1.1069,0.9804,1.2498,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.1015633154,0.06193320557,0.1015633154,0.06193320557
Cheng et al. (2021a),Acute myocardial infarction,y,PM2.5,5.2,μg/m3,NA,5.2,2-6,1.1234,1.0144,1.2442,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.1163598011,0.05209067561,0.1163598011,0.05209067561
Cheng et al. (2021a),Acute myocardial infarction,y,PM2.5,5.2,μg/m3,NA,5.2,7-12,1.1159,0.9999,1.2454,NA,NA,10,Australia,Australia,Queensland Emergency Department Information System and Emergency Data Collection,3 (2013-2015),3307,0.654,EHA,OR,Conditional logistic regression,General,Low,,0.1096612542,0.05600937971,0.1096612542,0.05600937971
Cui et al. (2020),Cardiovascular,y,Cold,15.35,°C,NA,15.35,0-12,0.91,0.86,0.97,-2.5,26.2,28.7,China,Asia,Luoyang Ambulance Service Center,3 (2014-2016),26461,NA,EAC,RR,Quasi-Poisson DLNM,General,Moderate,,-0.09431067947,0.03070502098,-0.07992430464,0.02602120422
Cui et al. (2020),Cardiovascular,y,Cold,15.35,°C,NA,15.35,0-24,0.88,0.8,0.96,-2.5,26.2,28.7,China,Asia,Luoyang Ambulance Service Center,3 (2014-2016),26461,NA,EAC,RR,Quasi-Poisson DLNM,General,Moderate,,-0.1278333715,0.04651060122,-0.1083333657,0.03941576375
Cui et al. (2020),Cardiovascular,y,Heat,15.35,°C,NA,15.35,0-12,1.04,1,1.08,32.1,26.2,5.9,China,Asia,Luoyang Ambulance Service Center,3 (2014-2016),26461,NA,EAC,RR,Quasi-Poisson DLNM,General,Moderate,,0.03922071315,0.01963291866,0.0332378925,0.01663806666
Cui et al. (2020),Cardiovascular,y,Heat,15.35,°C,NA,15.35,0-24,1.05,1,1.11,32.1,26.2,5.9,China,Asia,Luoyang Ambulance Service Center,3 (2014-2016),26461,NA,EAC,RR,Quasi-Poisson DLNM,General,Moderate,,0.04879016417,0.02662245289,0.04134759675,0.02256140075
Dahlquist et al. (2016),OHCA,y,Cold,7.1,°C,NA,7.1,1-2,1.07,1.02,1.11,11,16,5,Sweden,Europe,Swedish Cardiac Arrest Registry,11 (2000-2010),5961,0.67,EAC,OR,Conditional logistic regression,General,Low,,0.06765864847,0.02157076225,0.06765864847,0.02157076225
Dahlquist et al. (2016),OHCA,y,Cold,7.1,°C,NA,7.1,1-24,1.05,1,1.11,7,12,5,Sweden,Europe,Swedish Cardiac Arrest Registry,11 (2000-2010),5961,0.67,EAC,OR,Conditional logistic regression,General,Low,,0.04879016417,0.02662245289,0.04879016417,0.02662245289
Dahlquist et al. (2016),OHCA,y,Heat,7.1,°C,NA,7.1,1-2,1.03,0.92,1.16,21,16,5,Sweden,Europe,Swedish Cardiac Arrest Registry,11 (2000-2010),5961,0.67,EAC,OR,Conditional logistic regression,General,Low,,0.02955880224,0.05913306481,0.02955880224,0.05913306481
Dahlquist et al. (2016),OHCA,y,Heat,7.1,°C,NA,7.1,1-24,1.06,0.96,1.18,17,12,5,Sweden,Europe,Swedish Cardiac Arrest Registry,11 (2000-2010),5961,0.67,EAC,OR,Conditional logistic regression,General,Low,,0.05826890812,0.05263684515,0.05826890812,0.05263684515
Dahlquist et al. (2020),Atrial fibrillation,y,NO2,12.1,μg/m3,NA,12.1,0-6,0.9911,0.8867,1.0911,NA,NA,7.8,Sweden,Europe,STROKESTOP,"3 (2012-2013, 2016-2018)",469,0.51,EHA,OR,GEE,Elderly,Low,,-0.008939841569,0.05291707507,-0.01146133535,0.06784240394
Dahlquist et al. (2020),Atrial fibrillation,y,NO2,12.1,μg/m3,NA,12.1,0-12,0.9711,0.8489,1.0889,NA,NA,7.8,Sweden,Europe,STROKESTOP,"3 (2012-2013, 2016-2018)",469,0.51,EHA,OR,GEE,Elderly,Low,,-0.02932582938,0.06351579021,-0.03759721716,0.08143050026
Dahlquist et al. (2020),Atrial fibrillation,y,NO2,12.1,μg/m3,NA,12.1,0-24,0.9933,0.8667,1.12,NA,NA,7.8,Sweden,Europe,STROKESTOP,"3 (2012-2013, 2016-2018)",469,0.51,EHA,OR,GEE,Elderly,Low,,-0.006722545761,0.06540588473,-0.008618648411,0.08385369837
Dahlquist et al. (2020),Atrial fibrillation,y,O3,50.2,μg/m3,NA,50.2,0-6,1.1311,0.9578,1.3,NA,NA,26.3,Sweden,Europe,STROKESTOP,"3 (2012-2013, 2016-2018)",469,0.51,EHA,OR,GEE,Elderly,Low,,0.1231906106,0.07792871315,0.04684053633,0.02963068941
Dahlquist et al. (2020),Atrial fibrillation,y,O3,50.2,μg/m3,NA,50.2,0-12,1.14,0.9644,1.3067,NA,NA,26.3,Sweden,Europe,STROKESTOP,"3 (2012-2013, 2016-2018)",469,0.51,EHA,OR,GEE,Elderly,Low,,0.1310282624,0.07748826727,0.04982063209,0.02946321949
Dahlquist et al. (2020),Atrial fibrillation,y,O3,50.2,μg/m3,NA,50.2,0-24,1.1178,0.9444,1.2889,NA,NA,26.3,Sweden,Europe,STROKESTOP,"3 (2012-2013, 2016-2018)",469,0.51,EHA,OR,GEE,Elderly,Low,,0.1113624679,0.07933536102,0.04234314367,0.03016553651
